ASSOCIATED SITE,LEG ID,UNIT CONSUMPTION,READING FOR
"Aerocity, New Delhi",1848,3186.432,2020-10-08 00:00:00
Hasanpur WHTM,1686,1033.44,2020-10-08 00:00:00
Luhari-WHTM,1691,1509.184,2020-10-08 00:00:00
Luhari-WHTM,1693,0.002,2020-10-07 00:00:00
Luhari-WHTM,1692,235.808,2020-10-07 00:00:00
Hasanpur WHTM,1685,4.988,2020-10-07 00:00:00
"Aerocity, New Delhi",1848,3278.72,2020-10-07 00:00:00
Hasanpur WHTM,1686,315.368,2020-10-07 00:00:00
Luhari-WHTM,1691,1132.032,2020-10-07 00:00:00
Luhari-WHTM,1692,33.22,2020-10-06 00:00:00
Hasanpur WHTM,1685,5.99,2020-10-06 00:00:00
Luhari-WHTM,1691,1467.84,2020-10-06 00:00:00
"Aerocity, New Delhi",1848,3250.112,2020-10-06 00:00:00
Hasanpur WHTM,1686,307.032,2020-10-06 00:00:00
Hasanpur WHTM,1685,36.21,2020-10-05 00:00:00
Luhari-WHTM,1692,4.476,2020-10-05 00:00:00
Luhari-WHTM,1691,1499.04,2020-10-05 00:00:00
"Aerocity, New Delhi",1848,3104.128,2020-10-05 00:00:00
Hasanpur WHTM,1686,270.608,2020-10-05 00:00:00
Luhari-WHTM,1692,156.484,2020-10-04 00:00:00
Hasanpur WHTM,1685,23.07,2020-10-04 00:00:00
"Aerocity, New Delhi",1848,3018.624,2020-10-04 00:00:00
Luhari-WHTM,1691,1332.992,2020-10-04 00:00:00
Hasanpur WHTM,1686,323.648,2020-10-04 00:00:00
Luhari-WHTM,1692,87.652,2020-10-03 00:00:00
Luhari-WHTM,1693,11.132,2020-10-03 00:00:00
Luhari-WHTM,1691,1432.864,2020-10-03 00:00:00
"Aerocity, New Delhi",1848,3030.144,2020-10-03 00:00:00
Hasanpur WHTM,1685,22.882,2020-10-03 00:00:00
Hasanpur WHTM,1686,545.728,2020-10-03 00:00:00
Hasanpur WHTM,1685,10.076,2020-10-02 00:00:00
Luhari-WHTM,1693,262.288,2020-10-02 00:00:00
Luhari-WHTM,1691,1326.208,2020-10-02 00:00:00
"Aerocity, New Delhi",1848,3125.376,2020-10-02 00:00:00
Hasanpur WHTM,1686,394.96,2020-10-02 00:00:00
Hasanpur WHTM,1685,19.298,2020-10-01 00:00:00
Luhari-WHTM,1693,2.154,2020-10-01 00:00:00
Luhari-WHTM,1691,3117.664,2020-10-01 00:00:00
"Aerocity, New Delhi",1848,3363.776,2020-10-01 00:00:00
Hasanpur WHTM,1686,563.016,2020-10-01 00:00:00
Hasanpur WHTM,1685,3.21,2020-09-30 00:00:00
Luhari-WHTM,1691,608.64,2020-09-30 00:00:00
"Aerocity, New Delhi",1848,3249.472,2020-09-30 00:00:00
Hasanpur WHTM,1686,437.2,2020-09-30 00:00:00
Luhari-WHTM,1692,393.844,2020-09-29 00:00:00
Hasanpur WHTM,1685,90.466,2020-09-29 00:00:00
"Aerocity, New Delhi",1848,3068.416,2020-09-29 00:00:00
Luhari-WHTM,1691,1847.904,2020-09-29 00:00:00
Hasanpur WHTM,1686,454.304,2020-09-29 00:00:00
Hasanpur WHTM,1685,5.882,2020-09-28 00:00:00
Luhari-WHTM,1693,14.41,2020-09-28 00:00:00
Luhari-WHTM,1691,3318.144,2020-09-28 00:00:00
Luhari-WHTM,1692,394.31,2020-09-28 00:00:00
"Aerocity, New Delhi",1848,3335.872,2020-09-28 00:00:00
Hasanpur WHTM,1686,651.568,2020-09-28 00:00:00
Hasanpur WHTM,1685,6.254,2020-09-27 00:00:00
"Aerocity, New Delhi",1848,3255.744,2020-09-27 00:00:00
Luhari-WHTM,1691,544,2020-09-27 00:00:00
Hasanpur WHTM,1686,450.368,2020-09-27 00:00:00
Luhari-WHTM,1693,12.342,2020-09-27 00:00:00
Hasanpur WHTM,1685,37.028,2020-09-26 00:00:00
Luhari-WHTM,1693,116.31,2020-09-26 00:00:00
"Aerocity, New Delhi",1848,3373.44,2020-09-26 00:00:00
Luhari-WHTM,1691,951.136,2020-09-26 00:00:00
Hasanpur WHTM,1686,439.888,2020-09-26 00:00:00
Hasanpur WHTM,1685,18.79,2020-09-25 00:00:00
Luhari-WHTM,1693,22.262,2020-09-25 00:00:00
"Aerocity, New Delhi",1848,3514.688,2020-09-25 00:00:00
Hasanpur WHTM,1686,599.064,2020-09-25 00:00:00
Luhari-WHTM,1691,1380.224,2020-09-25 00:00:00
Hasanpur WHTM,1685,12.93,2020-09-24 00:00:00
"Aerocity, New Delhi",1848,3023.68,2020-09-24 00:00:00
Luhari-WHTM,1691,1074.272,2020-09-24 00:00:00
Hasanpur WHTM,1686,459.688,2020-09-24 00:00:00
Hasanpur WHTM,1685,123.664,2020-09-23 00:00:00
Luhari-WHTM,1692,399.556,2020-09-23 00:00:00
Luhari-WHTM,1691,1140.576,2020-09-23 00:00:00
"Aerocity, New Delhi",1848,2244.736,2020-09-23 00:00:00
Hasanpur WHTM,1686,466.392,2020-09-23 00:00:00
Luhari-WHTM,1692,12.974,2020-09-22 00:00:00
Hasanpur WHTM,1685,217.304,2020-09-22 00:00:00
"Aerocity, New Delhi",1848,3415.296,2020-09-22 00:00:00
Hasanpur WHTM,1686,633.448,2020-09-22 00:00:00
Luhari-WHTM,1691,1303.808,2020-09-22 00:00:00
Luhari-WHTM,1692,175.352,2020-09-21 00:00:00
Luhari-WHTM,1691,4282.56,2020-09-21 00:00:00
Hasanpur WHTM,1685,79.198,2020-09-21 00:00:00
"Aerocity, New Delhi",1848,3418.24,2020-09-21 00:00:00
Hasanpur WHTM,1686,462.8,2020-09-21 00:00:00
Hasanpur WHTM,1685,155.896,2020-09-20 00:00:00
"Aerocity, New Delhi",1848,3372.224,2020-09-20 00:00:00
Hasanpur WHTM,1686,390.336,2020-09-20 00:00:00
Luhari-WHTM,1692,114.862,2020-09-19 00:00:00
Luhari-WHTM,1693,2.898,2020-09-19 00:00:00
Luhari-WHTM,1691,2986.848,2020-09-19 00:00:00
Hasanpur WHTM,1685,73.928,2020-09-19 00:00:00
"Aerocity, New Delhi",1848,3413.12,2020-09-19 00:00:00
Hasanpur WHTM,1686,481.864,2020-09-19 00:00:00
Luhari-WHTM,1693,42.996,2020-09-18 00:00:00
Hasanpur WHTM,1685,207.504,2020-09-18 00:00:00
Luhari-WHTM,1691,1122.912,2020-09-18 00:00:00
"Aerocity, New Delhi",1848,3513.024,2020-09-18 00:00:00
Hasanpur WHTM,1686,363.392,2020-09-18 00:00:00
Hasanpur WHTM,1685,61.548,2020-09-17 00:00:00
Luhari-WHTM,1693,123.632,2020-09-17 00:00:00
"Aerocity, New Delhi",1848,3859.968,2020-09-17 00:00:00
Luhari-WHTM,1691,2551.968,2020-09-17 00:00:00
Hasanpur WHTM,1686,529.472,2020-09-17 00:00:00
Luhari-WHTM,1693,151.826,2020-09-16 00:00:00
Luhari-WHTM,1691,5056.704,2020-09-16 00:00:00
Luhari-WHTM,1692,661.334,2020-09-16 00:00:00
Hasanpur WHTM,1685,12.508,2020-09-16 00:00:00
"Aerocity, New Delhi",1848,3600.32,2020-09-16 00:00:00
Hasanpur WHTM,1686,592.304,2020-09-16 00:00:00
Hasanpur WHTM,1685,83.402,2020-09-15 00:00:00
Luhari-WHTM,1692,140.39,2020-09-15 00:00:00
"Aerocity, New Delhi",1848,3687.616,2020-09-15 00:00:00
Hasanpur WHTM,1686,518.848,2020-09-15 00:00:00
Luhari-WHTM,1691,946.752,2020-09-15 00:00:00
Hasanpur WHTM,1685,76.556,2020-09-14 00:00:00
Luhari-WHTM,1692,103.87,2020-09-14 00:00:00
"Aerocity, New Delhi",1848,3501.312,2020-09-14 00:00:00
Hasanpur WHTM,1686,519.576,2020-09-14 00:00:00
Luhari-WHTM,1691,998.24,2020-09-14 00:00:00
Hasanpur WHTM,1686,415.336,2020-09-13 00:00:00
Luhari-WHTM,1693,150.302,2020-09-13 00:00:00
"Aerocity, New Delhi",1848,3433.216,2020-09-13 00:00:00
Hasanpur WHTM,1685,151.74,2020-09-13 00:00:00
Luhari-WHTM,1691,1343.168,2020-09-13 00:00:00
Hasanpur WHTM,1685,61.76,2020-09-12 00:00:00
Luhari-WHTM,1693,1.266,2020-09-12 00:00:00
"Aerocity, New Delhi",1848,3643.52,2020-09-12 00:00:00
Hasanpur WHTM,1686,529.656,2020-09-12 00:00:00
Luhari-WHTM,1691,1137.152,2020-09-12 00:00:00
Luhari-WHTM,1691,8167.616,2020-09-11 00:00:00
Luhari-WHTM,1692,208.946,2020-09-11 00:00:00
Luhari-WHTM,1693,164.984,2020-09-11 00:00:00
Hasanpur WHTM,1685,35.738,2020-09-11 00:00:00
"Aerocity, New Delhi",1848,1978.752,2020-09-11 00:00:00
Hasanpur WHTM,1686,522.624,2020-09-11 00:00:00
Hasanpur WHTM,1685,25.358,2020-09-10 00:00:00
Luhari-WHTM,1692,517.524,2020-09-10 00:00:00
"Aerocity, New Delhi",1848,2313.664,2020-09-10 00:00:00
Hasanpur WHTM,1686,523.48,2020-09-10 00:00:00
Luhari-WHTM,1691,375.712,2020-09-10 00:00:00
Luhari-WHTM,1692,1.772,2020-09-09 00:00:00
"Aerocity, New Delhi",1848,277443.072,2020-09-09 00:00:00
Luhari-WHTM,1693,56.178,2020-09-09 00:00:00
Hasanpur WHTM,1686,514.8,2020-09-09 00:00:00
Luhari-WHTM,1691,946.688,2020-09-09 00:00:00
Hasanpur WHTM,1685,42.29,2020-09-09 00:00:00
Hasanpur WHTM,1685,152.828,2020-09-08 00:00:00
Luhari-WHTM,1693,204.88,2020-09-08 00:00:00
Luhari-WHTM,1691,543.232,2020-09-08 00:00:00
Hasanpur WHTM,1686,408.896,2020-09-08 00:00:00
Luhari-WHTM,1692,571.938,2020-09-08 00:00:00
Luhari-WHTM,1692,924.596,2020-09-07 00:00:00
Hasanpur WHTM,1685,13.834,2020-09-07 00:00:00
Luhari-WHTM,1693,56.058,2020-09-07 00:00:00
Hasanpur WHTM,1686,560.272,2020-09-07 00:00:00
Luhari-WHTM,1691,721.088,2020-09-07 00:00:00
Hasanpur WHTM,1685,56.012,2020-09-06 00:00:00
Luhari-WHTM,1693,35.152,2020-09-06 00:00:00
Hasanpur WHTM,1686,558.616,2020-09-06 00:00:00
Luhari-WHTM,1691,1435.712,2020-09-06 00:00:00
Luhari-WHTM,1693,95.542,2020-09-05 00:00:00
Luhari-WHTM,1692,33.72,2020-09-05 00:00:00
Hasanpur WHTM,1685,241.636,2020-09-05 00:00:00
Hasanpur WHTM,1686,380.208,2020-09-05 00:00:00
Luhari-WHTM,1691,1061.792,2020-09-05 00:00:00
Hasanpur WHTM,1685,22.322,2020-09-04 00:00:00
Luhari-WHTM,1692,131.584,2020-09-04 00:00:00
Luhari-WHTM,1691,1331.488,2020-09-04 00:00:00
Hasanpur WHTM,1686,561.328,2020-09-04 00:00:00
Hasanpur WHTM,1685,42.434,2020-09-03 00:00:00
Luhari-WHTM,1692,166.194,2020-09-03 00:00:00
Hasanpur WHTM,1686,554.504,2020-09-03 00:00:00
Luhari-WHTM,1691,1261.536,2020-09-03 00:00:00
Hasanpur WHTM,1685,136.746,2020-09-02 00:00:00
Luhari-WHTM,1692,37.99,2020-09-02 00:00:00
Luhari-WHTM,1691,1415.168,2020-09-02 00:00:00
Hasanpur WHTM,1686,470.376,2020-09-02 00:00:00
Hasanpur WHTM,1685,241.61,2020-09-01 00:00:00
Luhari-WHTM,1692,225.31,2020-09-01 00:00:00
Luhari-WHTM,1691,1239.392,2020-09-01 00:00:00
Hasanpur WHTM,1686,447.16,2020-09-01 00:00:00
Hasanpur WHTM,1685,69.602,2020-08-31 00:00:00
Luhari-WHTM,1692,91.602,2020-08-31 00:00:00
Luhari-WHTM,1691,634.432,2020-08-31 00:00:00
Hasanpur WHTM,1686,615.704,2020-08-31 00:00:00
Luhari-WHTM,1692,84.788,2020-08-30 00:00:00
Hasanpur WHTM,1685,64.482,2020-08-30 00:00:00
Luhari-WHTM,1691,1456.672,2020-08-30 00:00:00
Hasanpur WHTM,1686,489.416,2020-08-30 00:00:00
Luhari-WHTM,1692,537.348,2020-08-29 00:00:00
Hasanpur WHTM,1685,80.332,2020-08-29 00:00:00
Hasanpur WHTM,1686,470.232,2020-08-29 00:00:00
Luhari-WHTM,1691,5240.032,2020-08-29 00:00:00
Luhari-WHTM,1693,301.294,2020-08-28 00:00:00
Luhari-WHTM,1692,157.024,2020-08-28 00:00:00
Hasanpur WHTM,1685,208.138,2020-08-28 00:00:00
Hasanpur WHTM,1686,349.728,2020-08-28 00:00:00
Luhari-WHTM,1691,1200.448,2020-08-28 00:00:00
Luhari-WHTM,1693,108.956,2020-08-27 00:00:00
Luhari-WHTM,1692,317.564,2020-08-27 00:00:00
Hasanpur WHTM,1685,57.304,2020-08-27 00:00:00
Luhari-WHTM,1691,1152.192,2020-08-27 00:00:00
Hasanpur WHTM,1686,477.56,2020-08-27 00:00:00
Luhari-WHTM,1692,36.678,2020-08-26 00:00:00
Hasanpur WHTM,1685,56.244,2020-08-26 00:00:00
Hasanpur WHTM,1686,481.424,2020-08-26 00:00:00
Luhari-WHTM,1691,1884.768,2020-08-26 00:00:00
Luhari-WHTM,1692,11.888,2020-08-25 00:00:00
Hasanpur WHTM,1685,54.286,2020-08-25 00:00:00
Luhari-WHTM,1691,1682.464,2020-08-25 00:00:00
Hasanpur WHTM,1686,498.232,2020-08-25 00:00:00
Luhari-WHTM,1692,1.86,2020-08-24 00:00:00
Luhari-WHTM,1691,826.016,2020-08-24 00:00:00
Hasanpur WHTM,1685,65.558,2020-08-24 00:00:00
Hasanpur WHTM,1686,500.912,2020-08-24 00:00:00
Hasanpur WHTM,1685,50.922,2020-08-23 00:00:00
Hasanpur WHTM,1686,541.232,2020-08-23 00:00:00
Hasanpur WHTM,1686,459.68,2020-08-22 00:00:00
Hasanpur WHTM,1685,116.5,2020-08-22 00:00:00
Hasanpur WHTM,1685,132.338,2020-08-21 00:00:00
Hasanpur WHTM,1686,539.2,2020-08-21 00:00:00
Hasanpur WHTM,1686,354.168,2020-08-20 00:00:00
Hasanpur WHTM,1685,359.604,2020-08-20 00:00:00
Luhari-WHTM,1693,125.382,2020-08-19 00:00:00
Hasanpur WHTM,1685,532.728,2020-08-19 00:00:00
Luhari-WHTM,1691,1366.592,2020-08-19 00:00:00
Hasanpur WHTM,1686,190.592,2020-08-19 00:00:00
Hasanpur WHTM,1685,38.48,2020-08-18 00:00:00
Luhari-WHTM,1693,121.844,2020-08-18 00:00:00
Hasanpur WHTM,1686,535.536,2020-08-18 00:00:00
Luhari-WHTM,1691,912.096,2020-08-18 00:00:00
Hasanpur WHTM,1685,159.064,2020-08-17 00:00:00
Luhari-WHTM,1693,44.664,2020-08-17 00:00:00
Luhari-WHTM,1691,1031.168,2020-08-17 00:00:00
Hasanpur WHTM,1686,508.768,2020-08-17 00:00:00
Hasanpur WHTM,1685,48.146,2020-08-16 00:00:00
Luhari-WHTM,1693,189.652,2020-08-16 00:00:00
Hasanpur WHTM,1686,588.496,2020-08-16 00:00:00
Luhari-WHTM,1691,1304.8,2020-08-16 00:00:00
Luhari-WHTM,1693,42.13,2020-08-15 00:00:00
Hasanpur WHTM,1685,69.078,2020-08-15 00:00:00
Luhari-WHTM,1691,1294.368,2020-08-15 00:00:00
Hasanpur WHTM,1686,544.352,2020-08-15 00:00:00
Luhari-WHTM,1692,755.556,2020-08-15 00:00:00
Hasanpur WHTM,1685,138.532,2020-08-14 00:00:00
Luhari-WHTM,1692,658.148,2020-08-14 00:00:00
Luhari-WHTM,1691,1196.768,2020-08-14 00:00:00
Hasanpur WHTM,1686,504.92,2020-08-14 00:00:00
Luhari-WHTM,1692,137.026,2020-08-13 00:00:00
Hasanpur WHTM,1685,333.246,2020-08-13 00:00:00
Luhari-WHTM,1691,1645.184,2020-08-13 00:00:00
Hasanpur WHTM,1686,345.072,2020-08-13 00:00:00
Hasanpur WHTM,1685,209.778,2020-08-12 00:00:00
Luhari-WHTM,1692,32.808,2020-08-12 00:00:00
Hasanpur WHTM,1686,441.784,2020-08-12 00:00:00
Luhari-WHTM,1691,1901.76,2020-08-12 00:00:00
Hasanpur WHTM,1685,313.912,2020-08-11 00:00:00
Luhari-WHTM,1692,478.318,2020-08-11 00:00:00
Luhari-WHTM,1691,1051.648,2020-08-11 00:00:00
Luhari-WHTM,1693,151.938,2020-08-11 00:00:00
Hasanpur WHTM,1686,328.672,2020-08-11 00:00:00
Luhari-WHTM,1693,260.594,2020-08-10 00:00:00
Luhari-WHTM,1692,496.44,2020-08-10 00:00:00
Hasanpur WHTM,1685,163.14,2020-08-10 00:00:00
Luhari-WHTM,1691,1452.704,2020-08-10 00:00:00
Hasanpur WHTM,1686,503.48,2020-08-10 00:00:00
Luhari-WHTM,1692,3.978,2020-08-09 00:00:00
Hasanpur WHTM,1686,562.6,2020-08-09 00:00:00
Luhari-WHTM,1691,1653.824,2020-08-09 00:00:00
Hasanpur WHTM,1685,105.666,2020-08-09 00:00:00
Hasanpur WHTM,1685,66.002,2020-08-08 00:00:00
Luhari-WHTM,1692,239.972,2020-08-08 00:00:00
Hasanpur WHTM,1686,572.416,2020-08-08 00:00:00
Luhari-WHTM,1691,1462.56,2020-08-08 00:00:00
Hasanpur WHTM,1685,180.526,2020-08-07 00:00:00
Luhari-WHTM,1692,450.026,2020-08-07 00:00:00
Luhari-WHTM,1691,1347.936,2020-08-07 00:00:00
Hasanpur WHTM,1686,503.632,2020-08-07 00:00:00
Hasanpur WHTM,1686,189.928,2020-08-06 00:00:00
Luhari-WHTM,1692,203.876,2020-08-06 00:00:00
Luhari-WHTM,1691,1615.104,2020-08-06 00:00:00
Hasanpur WHTM,1685,511.77,2020-08-06 00:00:00
Hasanpur WHTM,1685,263.638,2020-08-05 00:00:00
Luhari-WHTM,1692,10.034,2020-08-05 00:00:00
Hasanpur WHTM,1686,459.472,2020-08-05 00:00:00
Luhari-WHTM,1691,1506.432,2020-08-05 00:00:00
Hasanpur WHTM,1686,327.12,2020-08-04 00:00:00
Luhari-WHTM,1692,53.562,2020-08-04 00:00:00
Hasanpur WHTM,1685,408.69,2020-08-04 00:00:00
Luhari-WHTM,1691,1221.632,2020-08-04 00:00:00
Luhari-WHTM,1692,62.656,2020-08-03 00:00:00
Hasanpur WHTM,1685,432.27,2020-08-03 00:00:00
Luhari-WHTM,1691,1341.408,2020-08-03 00:00:00
Hasanpur WHTM,1686,230.44,2020-08-03 00:00:00
Luhari-WHTM,1692,35.826,2020-08-02 00:00:00
Hasanpur WHTM,1685,128.5,2020-08-02 00:00:00
Luhari-WHTM,1691,1369.696,2020-08-02 00:00:00
Hasanpur WHTM,1686,620.424,2020-08-02 00:00:00
Luhari-WHTM,1692,56.71,2020-08-01 00:00:00
Hasanpur WHTM,1685,26.852,2020-08-01 00:00:00
Luhari-WHTM,1691,1620.352,2020-08-01 00:00:00
Hasanpur WHTM,1686,721.48,2020-08-01 00:00:00
Luhari-WHTM,1692,87.72,2020-07-31 00:00:00
Hasanpur WHTM,1685,142.988,2020-07-31 00:00:00
Hasanpur WHTM,1686,300.552,2020-07-31 00:00:00
Luhari-WHTM,1691,843.84,2020-07-31 00:00:00
Luhari-WHTM,1693,78.378,2020-07-18 00:00:00
Luhari-WHTM,1691,578.832,2020-07-18 00:00:00
Hasanpur WHTM,1686,304.304,2020-07-18 00:00:00
Luhari-WHTM,1693,39.995,2020-07-17 00:00:00
Luhari-WHTM,1692,276.774,2020-07-17 00:00:00
Hasanpur WHTM,1686,502.632,2020-07-17 00:00:00
Luhari-WHTM,1691,1829.92,2020-07-17 00:00:00
Hasanpur WHTM,1685,259.752,2020-07-17 00:00:00
Hasanpur WHTM,1686,7534.368,2020-07-16 00:00:00
Hasanpur WHTM,1685,3651.158,2020-07-16 00:00:00
Luhari-WHTM,1692,25.072,2020-07-16 00:00:00
Luhari-WHTM,1691,1902.544,2020-07-16 00:00:00
Luhari-WHTM,1692,208.03,2020-07-15 00:00:00
Luhari-WHTM,1691,1578.352,2020-07-15 00:00:00
Luhari-WHTM,1692,51.446,2020-07-14 00:00:00
Luhari-WHTM,1691,1745.168,2020-07-14 00:00:00
Luhari-WHTM,1692,87.282,2020-07-13 00:00:00
Luhari-WHTM,1691,1612.512,2020-07-13 00:00:00
Luhari-WHTM,1692,238.47,2020-07-12 00:00:00
Luhari-WHTM,1693,88.648,2020-07-12 00:00:00
Luhari-WHTM,1691,1142.8,2020-07-12 00:00:00
Luhari-WHTM,1693,93.873,2020-07-11 00:00:00
Luhari-WHTM,1692,254.104,2020-07-11 00:00:00
Luhari-WHTM,1691,1300.048,2020-07-11 00:00:00
Luhari-WHTM,1693,53.794,2020-07-10 00:00:00
Luhari-WHTM,1692,193.638,2020-07-10 00:00:00
Luhari-WHTM,1691,1573.504,2020-07-10 00:00:00
Luhari-WHTM,1691,1791.376,2020-07-09 00:00:00
Luhari-WHTM,1692,70.092,2020-07-09 00:00:00
Luhari-WHTM,1692,326.802,2020-07-08 00:00:00
Luhari-WHTM,1691,1424.256,2020-07-08 00:00:00
Luhari-WHTM,1692,278.582,2020-07-07 00:00:00
Luhari-WHTM,1691,1264.352,2020-07-07 00:00:00
Luhari-WHTM,1692,17.426,2020-07-06 00:00:00
Luhari-WHTM,1693,21.466,2020-07-06 00:00:00
Luhari-WHTM,1691,1344.768,2020-07-06 00:00:00
Luhari-WHTM,1693,145.732,2020-07-05 00:00:00
Luhari-WHTM,1691,1034.944,2020-07-05 00:00:00
Luhari-WHTM,1692,4.536,2020-07-04 00:00:00
Luhari-WHTM,1693,242.834,2020-07-04 00:00:00
Luhari-WHTM,1691,1169.664,2020-07-04 00:00:00
Luhari-WHTM,1693,160.159,2020-07-03 00:00:00
Luhari-WHTM,1692,854.772,2020-07-03 00:00:00
Luhari-WHTM,1691,324.192,2020-07-03 00:00:00
Hasanpur WHTM,1686,4.152,2020-07-02 00:00:00
Hasanpur WHTM,1685,7.726,2020-07-02 00:00:00
Luhari-WHTM,1692,128.85,2020-07-02 00:00:00
Luhari-WHTM,1691,1283.52,2020-07-02 00:00:00
Luhari-WHTM,1692,187.37,2020-07-01 00:00:00
Luhari-WHTM,1691,1385.248,2020-07-01 00:00:00
Luhari-WHTM,1691,529.84,2020-06-30 00:00:00
Luhari-WHTM,1692,72.296,2020-06-30 00:00:00
Luhari-WHTM,1693,281.914,2020-06-30 00:00:00
Hasanpur WHTM,1686,230.152,2020-06-22 00:00:00
Hasanpur WHTM,1685,79.31,2020-06-22 00:00:00
Luhari-WHTM,1692,32.74,2020-06-18 00:00:00
Luhari-WHTM,1691,853.136,2020-06-18 00:00:00
Luhari-WHTM,1692,354.526,2020-06-17 00:00:00
Luhari-WHTM,1691,4149.424,2020-06-17 00:00:00
Luhari-WHTM,1693,37.11,2020-06-15 00:00:00
Luhari-WHTM,1691,735.92,2020-06-15 00:00:00
Luhari-WHTM,1691,2762.08,2020-06-14 00:00:00
Luhari-WHTM,1693,591.444,2020-06-14 00:00:00
Luhari-WHTM,1691,93.536,2020-06-13 00:00:00
Luhari-WHTM,1692,14.391,2020-06-12 00:00:00
Luhari-WHTM,1693,10.894,2020-06-12 00:00:00
Luhari-WHTM,1691,1624.448,2020-06-12 00:00:00
Luhari-WHTM,1693,430.433,2020-06-11 00:00:00
Luhari-WHTM,1691,1161.344,2020-06-11 00:00:00
Luhari-WHTM,1693,32.976,2020-06-10 00:00:00
Luhari-WHTM,1692,324.882,2020-06-10 00:00:00
Luhari-WHTM,1691,1061.424,2020-06-10 00:00:00
Luhari-WHTM,1691,5069.504,2020-06-09 00:00:00
Luhari-WHTM,1692,323.184,2020-06-09 00:00:00
Luhari-WHTM,1693,507.343,2020-06-09 00:00:00
Luhari-WHTM,1693,44.673,2020-06-05 00:00:00
Luhari-WHTM,1691,173.488,2020-06-05 00:00:00
"Aerocity, New Delhi",1848,1069.792,2020-05-07 00:00:00
"Aerocity, New Delhi",1848,2159.84,2020-05-06 00:00:00
"Aerocity, New Delhi",1848,2091.936,2020-05-05 00:00:00
"Aerocity, New Delhi",1848,1822.208,2020-05-04 00:00:00
"Aerocity, New Delhi",1848,2023.808,2020-05-03 00:00:00
"Aerocity, New Delhi",1848,1992.448,2020-05-02 00:00:00
"Aerocity, New Delhi",1848,1974.944,2020-05-01 00:00:00
"Aerocity, New Delhi",1848,2052.16,2020-04-30 00:00:00
"Aerocity, New Delhi",1848,1926.144,2020-04-29 00:00:00
"Aerocity, New Delhi",1848,1913.856,2020-04-28 00:00:00
"Aerocity, New Delhi",1848,1737.888,2020-04-27 00:00:00
"Aerocity, New Delhi",1848,1715.584,2020-04-26 00:00:00
"Aerocity, New Delhi",1848,1874.528,2020-04-25 00:00:00
"Aerocity, New Delhi",1848,1838.608,2020-04-24 00:00:00
"Aerocity, New Delhi",1848,1824.384,2020-04-23 00:00:00
"Aerocity, New Delhi",1848,1597.568,2020-04-22 00:00:00
"Aerocity, New Delhi",1848,1654.752,2020-04-21 00:00:00
"Aerocity, New Delhi",1848,1633.936,2020-04-20 00:00:00
"Aerocity, New Delhi",1848,1692.112,2020-04-19 00:00:00
"Aerocity, New Delhi",1848,1644.288,2020-04-18 00:00:00
"Aerocity, New Delhi",1848,1824.064,2020-04-17 00:00:00
"Aerocity, New Delhi",1848,1640.128,2020-04-16 00:00:00
"Aerocity, New Delhi",1848,1636.816,2020-04-15 00:00:00
"Aerocity, New Delhi",1848,1467.424,2020-04-14 00:00:00
"Aerocity, New Delhi",1848,1345.888,2020-04-13 00:00:00
"Aerocity, New Delhi",1848,1210.256,2020-04-12 00:00:00
"Aerocity, New Delhi",1848,738.528,2020-04-11 00:00:00
Kapashera-WHTM-2,1501,110.256,2020-04-11 00:00:00
Hasanpur WHTM,1686,245.208,2020-04-11 00:00:00
Kapashera-WHTM-2,1501,104.944,2020-04-10 00:00:00
Hasanpur WHTM,1686,246.892,2020-04-10 00:00:00
Kapashera-WHTM-2,1501,106.6,2020-04-09 00:00:00
Hasanpur WHTM,1686,239.696,2020-04-09 00:00:00
Hasanpur WHTM,1686,94.34,2020-04-08 00:00:00
Kapashera-WHTM-2,1501,102.416,2020-04-08 00:00:00
"Aerocity, New Delhi",1848,1322.688,2020-04-08 00:00:00
Hasanpur WHTM,1686,231.88,2020-04-07 00:00:00
"Aerocity, New Delhi",1848,1138.224,2020-04-07 00:00:00
Kapashera-WHTM-2,1501,105.536,2020-04-07 00:00:00
Hasanpur WHTM,1686,356.232,2020-04-06 00:00:00
"Aerocity, New Delhi",1848,1048.56,2020-04-06 00:00:00
Kapashera-WHTM-2,1501,104.784,2020-04-06 00:00:00
Hasanpur WHTM,1686,134.208,2020-04-05 00:00:00
"Aerocity, New Delhi",1848,990.192,2020-04-05 00:00:00
Kapashera-WHTM-2,1501,99.696,2020-04-05 00:00:00
Kapashera-WHTM-2,1501,101.512,2020-04-04 00:00:00
"Aerocity, New Delhi",1848,988.048,2020-04-04 00:00:00
Hasanpur WHTM,1686,248.9,2020-04-04 00:00:00
Hasanpur WHTM,1686,238.6,2020-04-03 00:00:00
Kapashera-WHTM-2,1501,106.608,2020-04-03 00:00:00
"Aerocity, New Delhi",1848,1120.192,2020-04-03 00:00:00
Kapashera-WHTM-2,1501,105.32,2020-04-02 00:00:00
Hasanpur WHTM,1686,247.584,2020-04-02 00:00:00
"Aerocity, New Delhi",1848,998.576,2020-04-02 00:00:00
Hasanpur WHTM,1686,173.664,2020-04-01 00:00:00
"Aerocity, New Delhi",1848,981.984,2020-04-01 00:00:00
