ASSOCIATED SITE,LEG ID,UNIT CONSUMPTION,READING FOR
Kapashera-WHTM-5,1696,0.93162,2019-12-09 00:00:00
Luhari-WHTM,1691,865.608,2019-12-09 00:00:00
Kapashera-WHTM-5,1502,303.904,2019-12-09 00:00:00
Kapashera-WHTM-2,1501,248.696,2019-12-09 00:00:00
Hasanpur WHTM,1686,109.97529,2019-12-09 00:00:00
Hasanpur WHTM,1685,20.01286,2019-12-08 00:00:00
Kapashera-WHTM-5,1696,0.19789,2019-12-08 00:00:00
Luhari-WHTM,1692,30.01509,2019-12-08 00:00:00
Kapashera-WHTM-5,1502,302.424,2019-12-08 00:00:00
Luhari-WHTM,1691,958.047,2019-12-08 00:00:00
Kapashera-WHTM-2,1501,266.72,2019-12-08 00:00:00
Hasanpur WHTM,1686,108.7586,2019-12-08 00:00:00
Hasanpur WHTM,1685,1.05646,2019-12-07 00:00:00
Luhari-WHTM,1692,27.3518,2019-12-07 00:00:00
Kapashera-WHTM-5,1696,2.87813,2019-12-07 00:00:00
Kapashera-WHTM-5,1502,298.28,2019-12-07 00:00:00
Kapashera-WHTM-2,1501,262.28,2019-12-07 00:00:00
Hasanpur WHTM,1686,121.55832,2019-12-07 00:00:00
Luhari-WHTM,1691,1063.1245,2019-12-07 00:00:00
Kapashera-WHTM-2,1694,8.81268,2019-12-06 00:00:00
Luhari-WHTM,1691,437.1915,2019-12-06 00:00:00
Luhari-WHTM,1692,259.65989,2019-12-06 00:00:00
Hasanpur WHTM,1686,58.20512,2019-12-06 00:00:00
Kapashera-WHTM-5,1696,10.90556,2019-12-06 00:00:00
Kapashera-WHTM-2,1501,264.52,2019-12-06 00:00:00
Kapashera-WHTM-5,1502,259.552,2019-12-06 00:00:00
Hasanpur WHTM,1686,0.1838,2019-12-05 00:00:00
Kapashera-WHTM-5,1502,303.504,2019-12-05 00:00:00
Kapashera-WHTM-2,1501,262.624,2019-12-05 00:00:00
Kapashera-WHTM-2,1501,103.728,2019-12-04 00:00:00
Hasanpur WHTM,1686,429.82769,2019-12-04 00:00:00
Kapashera-WHTM-5,1502,329.296,2019-12-04 00:00:00
Kapashera-WHTM-5,1696,0.83149,2019-12-03 00:00:00
Hasanpur WHTM,1685,61.172,2019-12-03 00:00:00
Kapashera-WHTM-5,1502,282.048,2019-12-03 00:00:00
Hasanpur WHTM,1686,44.3933,2019-12-02 00:00:00
Kapashera-WHTM-5,1502,515.848,2019-12-02 00:00:00
Hasanpur WHTM,1685,231.76336,2019-12-02 00:00:00
Hasanpur WHTM,1685,310.566,2019-12-01 00:00:00
Kapashera-WHTM-5,1502,764.696,2019-12-01 00:00:00
Hasanpur WHTM,1686,58.12306,2019-11-30 00:00:00
Kapashera-WHTM-5,1696,2.11046,2019-11-30 00:00:00
Kapashera-WHTM-5,1502,867.8,2019-11-30 00:00:00
Hasanpur WHTM,1685,250.09608,2019-11-30 00:00:00
Hasanpur WHTM,1686,41.47794,2019-11-29 00:00:00
Kapashera-WHTM-5,1502,887.624,2019-11-29 00:00:00
Hasanpur WHTM,1685,263.96085,2019-11-29 00:00:00
Hasanpur WHTM,1686,19.49483,2019-11-28 00:00:00
Hasanpur WHTM,1685,100.6245,2019-11-28 00:00:00
Kapashera-WHTM-5,1696,10.12581,2019-11-28 00:00:00
Kapashera-WHTM-5,1502,487,2019-11-28 00:00:00
Kapashera-WHTM-5,1696,29.06858,2019-11-27 00:00:00
Kapashera-WHTM-5,1502,358.744,2019-11-27 00:00:00
Kapashera-WHTM-5,1696,2.98327,2019-11-26 00:00:00
Kapashera-WHTM-5,1502,342.568,2019-11-26 00:00:00
Kapashera-WHTM-5,1696,0.10013,2019-11-25 00:00:00
Kapashera-WHTM-5,1502,330.456,2019-11-25 00:00:00
Kapashera-WHTM-5,1502,358.984,2019-11-24 00:00:00
Kapashera-WHTM-5,1696,1.67791,2019-11-23 00:00:00
Kapashera-WHTM-5,1502,348.256,2019-11-23 00:00:00
Kapashera-WHTM-5,1502,348.4,2019-11-22 00:00:00
Kapashera-WHTM-5,1502,306.488,2019-11-21 00:00:00
Kapashera-WHTM-5,1502,306.488,2019-11-21 00:00:00
Kapashera-WHTM-5,1502,416.6,2019-11-20 00:00:00
Kapashera-WHTM-5,1502,110.256,2019-11-19 00:00:00
Kapashera-WHTM-5,1502,23.96,2019-11-18 00:00:00
